"participant","scenario","epistemic_condition","hadto","probablity","morality","normality"
316,"scenario 16","knowledge","0","0","0","0"
321,"scenario 16","knowledge","7","9","14","17"
326,"scenario 16","knowledge","0","0","0","0"
330,"scenario 16","knowledge","0","1","16","2"
331,"scenario 16","knowledge","30","13","7","13"
337,"scenario 16","knowledge","100","28","60","8"
339,"scenario 16","knowledge","9","14","52","24"
349,"scenario 16","knowledge","0","0","0","0"
350,"scenario 16","knowledge","84","74","74","57"
351,"scenario 16","knowledge","73","56","88","68"
352,"scenario 16","knowledge","0","37","0","0"
359,"scenario 16","knowledge","0","19","36","38"
361,"scenario 16","knowledge","5","10","34","27"
366,"scenario 16","knowledge","0","1","0","0"
369,"scenario 16","knowledge","40","61","54","65"
370,"scenario 16","knowledge","7","15","50","31"
371,"scenario 16","knowledge","0","100","100","10"
373,"scenario 16","knowledge","9","8","6","6"
377,"scenario 16","knowledge","55","53","65","73"
386,"scenario 16","knowledge","0","50","100","10"
388,"scenario 16","knowledge","15","4","36","1"
389,"scenario 16","knowledge","1","2","1","1"
393,"scenario 16","knowledge","0","4","0","0"
4,"scenario 16","ignorance","0","51","19","19"
5,"scenario 16","ignorance","83","76","68","49"
13,"scenario 16","ignorance","51","71","71","72"
17,"scenario 16","ignorance","0","88","97","77"
19,"scenario 16","ignorance","0","0","0","0"
20,"scenario 16","ignorance","9","20","8","24"
26,"scenario 16","ignorance","50","96","100","100"
33,"scenario 16","ignorance","0","18","0","27"
35,"scenario 16","ignorance","0","0","0","0"
36,"scenario 16","ignorance","18","49","39","31"
42,"scenario 16","ignorance","8","69","59","53"
46,"scenario 16","ignorance","0","0","0","0"
48,"scenario 16","ignorance","3","1","2","3"
55,"scenario 16","ignorance","82","81","100","100"
56,"scenario 16","ignorance","8","14","47","74"
65,"scenario 16","ignorance","2","1","1","2"
71,"scenario 16","ignorance","26","35","17","52"
77,"scenario 16","ignorance","100","97","93","94"
78,"scenario 16","ignorance","0","50","0","50"
80,"scenario 16","ignorance","0","0","0","0"
81,"scenario 16","ignorance","47","44","64","52"
86,"scenario 16","ignorance","42","60","45","59"
90,"scenario 16","ignorance","0","100","36","72"
94,"scenario 16","ignorance","0","11","4","25"
96,"scenario 16","ignorance","10","33","50","40"
107,"scenario 16","ignorance","0","50","100","100"
108,"scenario 16","ignorance","9","43","7","30"
122,"scenario 16","ignorance","51","47","83","48"
127,"scenario 16","ignorance","16","0","3","6"
128,"scenario 16","ignorance","0","51","20","0"
131,"scenario 16","ignorance","34","49","70","69"
135,"scenario 16","ignorance","8","51","100","100"
137,"scenario 16","ignorance","14","15","26","36"
138,"scenario 16","ignorance","9","72","100","82"
139,"scenario 16","ignorance","10","0","0","0"
143,"scenario 16","ignorance","3","29","8","70"
147,"scenario 16","ignorance","0","5","5","3"
148,"scenario 16","ignorance","0","51","28","10"
151,"scenario 16","ignorance","0","50","100","0"
157,"scenario 16","ignorance","12","99","100","100"
159,"scenario 16","ignorance","10","4","3","4"
162,"scenario 16","ignorance","13","5","6","3"
163,"scenario 16","ignorance","30","49","20","39"
169,"scenario 16","ignorance","73","92","22","52"
172,"scenario 16","ignorance","15","57","25","42"
174,"scenario 16","ignorance","50","54","33","40"
191,"scenario 16","ignorance","0","0","0","0"
193,"scenario 16","ignorance","67","83","98","94"
194,"scenario 16","ignorance","0","0","0","0"
197,"scenario 16","ignorance","20","62","83","77"
199,"scenario 16","ignorance","28","29","37","23"
202,"scenario 16","ignorance","0","79","100","100"
204,"scenario 16","ignorance","91","61","47","48"
206,"scenario 16","ignorance","75","83","93","94"
212,"scenario 16","ignorance","33","68","88","66"
214,"scenario 16","ignorance","4","0","6","5"
215,"scenario 16","ignorance","4","54","100","100"
217,"scenario 16","ignorance","64","62","73","76"
219,"scenario 16","ignorance","0","0","0","0"
230,"scenario 16","ignorance","40","57","70","60"
234,"scenario 16","ignorance","8","82","100","93"
249,"scenario 16","ignorance","23","19","14","19"
255,"scenario 16","ignorance","9","11","0","6"
260,"scenario 16","ignorance","34","99","7","5"
266,"scenario 16","ignorance","44","45","40","46"
273,"scenario 16","ignorance","100","100","100","100"
275,"scenario 16","ignorance","30","20","22","2"
277,"scenario 16","ignorance","0","69","0","85"
278,"scenario 16","ignorance","0","0","0","0"
281,"scenario 16","ignorance","50","30","84","63"
283,"scenario 16","ignorance","0","81","0","50"
289,"scenario 16","ignorance","31","57","72","63"
294,"scenario 16","ignorance","19","51","25","25"
299,"scenario 16","ignorance","58","55","59","59"
308,"scenario 16","ignorance","0","0","0","13"
310,"scenario 16","ignorance","0","49","0","48"
313,"scenario 16","ignorance","37","48","35","34"
314,"scenario 16","ignorance","39","49","41","56"
315,"scenario 16","ignorance","0","1","0","0"
318,"scenario 16","ignorance","0","29","39","40"
323,"scenario 16","ignorance","0","0","37","39"
334,"scenario 16","ignorance","0","76","71","71"
335,"scenario 16","ignorance","0","50","0","0"
340,"scenario 16","ignorance","3","4","2","2"
344,"scenario 16","ignorance","0","20","0","0"
345,"scenario 16","ignorance","8","92","51","10"
346,"scenario 16","ignorance","0","19","20","19"
353,"scenario 16","ignorance","52","48","49","49"
360,"scenario 16","ignorance","100","41","84","63"
363,"scenario 16","ignorance","0","50","0","51"
368,"scenario 16","ignorance","100","100","100","100"
376,"scenario 16","ignorance","0","56","77","45"
381,"scenario 16","ignorance","0","39","10","34"
382,"scenario 16","ignorance","29","50","50","50"
383,"scenario 16","ignorance","9","50","61","61"
385,"scenario 16","ignorance","100","100","87","95"
387,"scenario 16","ignorance","77","73","100","82"
394,"scenario 16","ignorance","0","50","100","76"
399,"scenario 16","ignorance","81","69","68","54"
400,"scenario 16","ignorance","29","30","34","35"
